Product Name,VL-,Quantity,Original Config Listing,Link,MegaPC Customized Listing,Customized active?,Link,JTD Customized Listing,Customized active?,Link
"Dell 15 DC15250 / Laptop / 15.6 inch / Touchscreen / Black / Intel Core i7-1355U / Intel UHD Graphics / Fingerprint / Bluetooth / 1920x1080 / Wifi / 60 Hz",VL-1249,21,Not Started,,Completed,Completed,https://www.amazon.com/dp/B0HBDTJNJV,Completed,Completed,https://www.amazon.com/dp/B0HBG12FK2
